idx,class,conversation
736,일반 대화,"어떡하죠? 저 출근하다가 사원증을 잃어버린 것 같아요.
저런, 출근길에 어디 흘리셨나 봐요. 게이트는 어떻게 들어오셨어요?
보안요원님께 말씀드리고 수기로 작성하고 들어왔어요.
많이 불편하시겠네요. 일단 분실 신고부터 하셔야겠어요.
네, 총무팀 가서 재발급 신청하려고요. 사진도 다시 찍어야겠죠?
네, 증명사진 파일 있으면 메일로 보내면 바로 나올 거예요.
죄송합니다. 아침부터 정신없게 해 드려서.
괜찮아요. 누구나 겪을 수 있는 일인데요. 얼른 다녀오세요.
네, 금방 다녀오겠습니다. 자리 좀 봐주세요.
걱정 마시고 다녀오세요. 전화 오면 메모 남길게요."
737,일반 대화,"박 과장님, 지금 사무실 공기가 좀 덥지 않나요?
저도 좀 덥다고 느끼던 참이에요. 환기가 안 되나 봐요.
에어컨 온도를 좀 낮출까요? 24도로 설정해둘까요?
네, 그 정도면 쾌적하고 딱 좋을 것 같아요.
리모컨이 어디 갔지? 아까 회의실에 있었던 것 같은데.
저기 제 책상 위에 있어요. 아까 제가 썼거든요.
아 찾았다. 이제 좀 시원해지겠네요. 감사합니다.
아닙니다. 쾌적한 환경에서 일해야 능률도 오르죠.
맞아요. 커피 한잔하시면서 머리 좀 식히세요.
네, {p2}님도 수고하세요."
738,일반 대화,"김 대리님, 저 지금 외근 중인데 택배 기사님 연락이 와서요.
네, 자리에 안 계셔서 제가 대신 받아놓을까요?
네, 그래주시면 정말 감사하죠. 제 책상 위에만 올려주세요.
중요한 물건인가요? 파손 주의 스티커가 붙어있네요.
네, 업체에서 보낸 샘플 자재라 깨지면 안 돼서요.
알겠습니다. 조심히 다뤄서 안전하게 보관해두겠습니다.
부탁드립니다. 제가 복귀하면 커피 살게요.
네, 운전 조심하시고 천천히 들어오세요.
네, 감사합니다. 이따 사무실에서 뵙겠습니다.
네, 수고하세요."
739,일반 대화,"팀장님, 죄송하지만 긴급하게 보고드릴 게 있습니다.
무슨 일인가? 그렇게 당황한 표정은 처음 보는데.
제가 발주 넣을 때 수량을 실수로 0 하나 더 붙였습니다.
뭐? 그래서 그 수량대로 발주가 넘어갔단 말인가?
다행히 공장에 바로 전화해서 생산 들어가기 전에 취소했습니다.
휴, 정말 큰일 날 뻔했구만. 심장이 떨어지는 줄 알았네.
정말 죄송합니다. 다시는 이런 실수 없도록 더블 체크하겠습니다.
수습했으니 천만다행이네. 다음부턴 집중해서 일하게.
네, 명심하겠습니다. 심려 끼쳐 드려 죄송합니다.
알겠네. 놀란 가슴 진정하고 업무 보게."
740,일반 대화,"강 대리님, 지금 혹시 자리 비우셨나요? 잠깐 뵙고 싶은데요.
아뇨, 지금 자리에 있습니다. 무슨 일이신가요?
아까 메일로 보내주신 주간 회의록 검토하다가 문의드려요.
네, 혹시 내용 중에 수정해야 할 부분이 있나요?
네, 3페이지에 있는 매출 수치 단위가 좀 이상한 것 같아서요.
아, 제가 엑셀에서 복사하다가 실수를 했나 보네요. 죄송합니다.
괜찮습니다. 그 부분만 다시 확인해서 업데이트 부탁드릴게요.
네, 알겠습니다. 수정해서 10분 내로 다시 송부하겠습니다.
네, 그리고 나머지는 아주 잘 정리되어 있어서 좋았습니다.
좋게 봐주셔서 감사합니다. 바로 처리하도록 하겠습니다.
네, 수고하세요. 기다리고 있겠습니다."
741,일반 대화,"김 대리님, 혹시 저번 주 주간 회의 자료 가지고 계신가요?
네, 제 컴퓨터 폴더에 저장되어 있습니다. 필요하신가요?
제가 컴퓨터를 포맷하면서 파일을 실수로 백업을 못 해서요.
아, 그러시구나. 많이 당황하셨겠어요. 메일로 보내드릴까요?
네, 번거로우시겠지만 부탁드립니다. 정말 감사합니다.
지금 바로 메일로 송부했습니다. 확인 한번 부탁드립니다.
방금 메일함 확인했습니다. 빠르게 보내주셔서 감사합니다.
아닙니다. 또 필요하신 자료 있으시면 말씀해주세요.
네, 덕분에 업무 진행하는 데 큰 도움이 되었습니다.
다행이네요. 그럼 남은 하루도 수고하십시오."
742,일반 대화,"팀장님, 이번 주 금요일 주간 회의 일정 잡으려는데요.
그래, 언제가 좋은가? 나는 오후에는 외부 미팅이 있어.
그럼 오전 10시는 어떠신가요? 회의실도 비어있습니다.
10시면 괜찮네. 그때 진행하도록 하지. 참석자는 누구인가?
팀원 전원 참석 예정입니다. 공지 메일 돌리겠습니다.
알겠네. 회의 자료는 목요일까지 준비될 수 있겠나?
네, 목요일 퇴근 전까지 출력해서 책상에 올려두겠습니다.
꼼꼼하게 잘 준비해주게. 이번 회의 안건이 중요해.
네, 알겠습니다. 차질 없이 준비하도록 하겠습니다.
그래, 수고하게. 나가서 일 봐도 좋아."
743,일반 대화,"윤 주임님, 혹시 오늘 오후 3시에 대회의실 예약하셨나요?
네, 클라이언트 미팅 때문에 제가 예약했습니다. 문제 있나요?
아, 제가 시간을 착각해서 같은 시간에 중복으로 잡으려 했네요.
저런, 급한 회의시면 제가 다른 작은 방으로 옮길까요?
아니에요. 인원이 많지 않아서 제가 소회의실 쓰면 됩니다.
양보해주셔서 감사합니다. 덕분에 편하게 미팅하겠네요.
아닙니다. 먼저 예약하셨는데요. 회의 잘 하세요.
네 감사합니다. {p2}님도 회의 잘 마무리하세요.
네, 나중에 뵙겠습니다. 수고하세요.
네, 들어가십시오."
744,일반 대화,"팀장님, 바쁘신 와중에 잠시 드릴 말씀이 있습니다.
무슨 일인가? 표정이 좀 심각해 보이는데. 앉아보게.
다름이 아니라 다음 주 수요일에 연차를 좀 쓰고 싶어서요.
수요일? 주중에 갑자기 특별한 사유라도 있나?
네, 개인적인 집안 사정이 생겨서 꼭 다녀와야 할 것 같습니다.
업무 대직자는 정해졌나? 급한 건은 처리해두고 가야지.
네, {p2}님이 봐주시기로 했습니다. 미리 인수인계해두겠습니다.
알겠네. 사정이 있다니 어쩔 수 없지. 결재 올리게.
배려해주셔서 감사합니다. 업무에 차질 없게 하겠습니다.
그래, 잘 다녀오고. 푹 쉬다 오게."
745,일반 대화,"김 대리님, 혹시 엑셀 함수 잘 다루시나요? 질문이 있어서요.
네, 어느 정도는 합니다. 어떤 부분이 안 되시나요?
VLOOKUP 함수 오류가 자꾸 나는데 원인을 도저히 모르겠어요.
어디 한번 화면 좀 보여주세요. 아, 여기 범위가 잘못됐네요.
아! 범위를 고정해야 하는데 제가 그걸 깜빡했군요.
네, F4 키 눌러서 절대참조로 바꾸시면 해결될 거예요.
와, 진짜 되네요. 한 시간 동안 끙끙댔는데 감사합니다.
저도 처음에 많이 헷갈렸던 부분이에요. 자주 하다 보면 늘어요.
덕분에 오늘 야근 안 해도 되겠어요. 커피 한잔 살게요.
하하, 아닙니다. 다음에 모르는 거 있으면 또 물어보세요.
네, 정말 든든하네요. 다시 한번 감사합니다."
746,일반 대화,"박 과장님, 이번 프로젝트 결과 보고서 정말 잘 쓰셨던데요.
아, 정말입니까? 밤새워가며 작성했는데 다행입니다.
특히 데이터 분석 파트가 아주 인상적이었습니다. 깔끔했어요.
팀장님이 방향을 잘 잡아주신 덕분에 잘 마무리된 것 같습니다.
위에서도 아주 흡족해하시더라고요. 고생 많았습니다.
좋게 봐주셔서 감사합니다. 더 열심히 하겠습니다.
오늘 점심은 제가 맛있는 거 살 테니까 같이 가시죠.
네! 알겠습니다. 메뉴는 정해져 있나요?
회사 앞 초밥집 어때요? 거기 잘 나온다던데.
너무 좋습니다. 벌써 배가 고파지네요."
747,일반 대화,"강 대리님, 오늘 점심 회식 장소 예약하셨나요?
아직 못 정했습니다. 혹시 드시고 싶은 메뉴 있으세요?
날도 추운데 뜨끈한 국물 있는 전골 요리 어떨까요?
오, 만두전골 괜찮을까요? 회사 근처에 맛집 있거든요.
아주 좋네요. 팀원들도 다들 좋아할 것 같습니다.
그럼 12시로 6명 예약해두겠습니다. 바로 전화할게요.
네, 알겠습니다. 위치는 단톡방에 공유 부탁드려요.
네, 예약하고 바로 링크 공유하겠습니다.
센스 굿입니다. 이따 점심시간에 뵙겠습니다.
네, 맛있게 드실 준비 하고 오세요."
748,일반 대화,"총무팀이죠? 비품 신청 관련해서 문의드릴 게 있는데요.
네, 어떤 물품 필요하세요? 말씀해주시면 재고 확인해볼게요.
제 사무용 의자가 고장 나서 교체해야 할 것 같아서요.
아, 그러세요? 잠시만요. 창고에 여분이 있는지 볼게요.
네, 업무하는 데 불편해서 최대한 빨리 받았으면 합니다.
다행히 재고가 하나 남아있네요. 오후에 가져다드릴게요.
정말 감사합니다. 자리 비울 수도 있으니 책상에 놔주세요.
알겠습니다. {item} 새것으로 준비해서 전달하겠습니다.
네, 번거롭게 해 드려 죄송합니다. 수고하세요.
아닙니다. 업무 보십시오. 이따 뵙겠습니다."
749,일반 대화,"이 주임님, 혹시 지금 자리에서 인터넷 연결 되세요?
네, 저는 아주 잘 되는데요. 갑자기 안 되시나요?
네, 제 컴퓨터만 네트워크가 끊겼나 봐요. 접속이 안 되네요.
랜선 한번 뺐다가 다시 껴보셨어요? 접촉 불량일 수도 있어요.
해봤는데도 여전히 먹통이네요. IT지원팀 불러야겠어요.
네, 빨리 고쳐져야 할 텐데 업무 보시기에 불편하시겠어요.
급하게 보내야 할 메일이 있는데 큰일이네요.
정 급하시면 제 노트북 잠깐 빌려드릴까요?
아, 그래주시면 정말 감사하죠. 금방 쓰고 돌려드릴게요.
네, 여기 쓰세요. 천천히 쓰셔도 됩니다."
750,일반 대화,"팀장님, 죄송하지만 저 오늘 조금 일찍 들어가 봐도 되겠습니까?
어디 몸이 안 좋은가? 안색이 별로 안 좋아 보이네.
네, 아침부터 감기 기운이 있었는데 열이 좀 나는 것 같아서요.
요즘 감기 독하다던데 무리하지 말고 어서 병원 가보게.
배려해주셔서 감사합니다. 내일은 건강한 모습으로 오겠습니다.
업무 걱정은 말고 푹 쉬고 약 먹고 낫게나.
네, 급한 연락은 메신저로 확인하겠습니다. 들어가보겠습니다.
그래, 조심해서 가고. 병원 꼭 들르고.
네, 알겠습니다. 팀장님도 건강 유의하십시오.
그래, 내일 보자."
751,일반 대화,"조 인턴님, 프로젝트 견적서 마감이 정확히 언제까지였죠?
이번 주 금요일 오후 6시까지입니다. 일정 괜찮으신가요?
아, 생각보다 시간이 좀 빠듯하네요. 자료 조사가 덜 끝나서요.
양이 많아서 혼자 하시기 벅차시면 제가 좀 도와드릴까요?
그래주시면 저야 정말 감사하죠. 앞부분만 좀 봐주실래요?
네, 제가 오늘 오후에 시간 비니까 초안 잡아드릴게요.
덕분에 한시름 놨네요. 제가 커피라도 한잔 대접하겠습니다.
괜찮습니다. 같은 팀인데 서로 돕고 살아야죠.
그래도 제 성의니까 거절하지 마세요. 이따 같이 가요.
하하, 알겠습니다. 그럼 이따 잘 마시겠습니다.
네, 같이 힘내서 이번 주 안에 끝내봅시다."
752,일반 대화,"윤 주임님, 제가 보내드린 인수인계서 파일 읽어보셨나요?
네, 지금 꼼꼼히 읽어보고 있습니다. 정리가 잘 되어 있네요.
혹시 내용 중에 이해 안 가거나 궁금한 부분 있나요?
아, 여기 공유 폴더 경로는 정확히 어디에 있는 건가요?
아, 그건 공용 서버 Z드라이브 '팀 자료' 폴더에 있어요.
네, 확인했습니다. 세심하게 정리해주셔서 감사합니다.
업무 하시다가 또 막히는 거 있으면 언제든 연락 주세요.
네, {p2}님도 새로운 부서 가서 적응 잘하시길 바랄게요.
감사합니다. 저도 응원하겠습니다. 가끔 연락해요.
네, 안녕히 가세요. 건강하시고요."
753,일반 대화,"이번 추석 회사 선물 신청하셨어요? 뭐로 고르셨어요?
저는 그냥 무난하게 햄 세트 신청했어요. {p2}님은요?
저는 샴푸 세트로 할까 식용유로 할까 고민 중이에요.
샴푸는 너무 무거워서 들고 퇴근하기 힘들지 않아요?
그렇긴 한데 집에 마침 생필품이 다 떨어져서요.
하긴 실용적인 게 최고죠. 차 가지고 오시나요?
아니요, 뚜벅이라서 그냥 택배로 보낼까 생각 중이에요.
아, 택배 신청도 되나요? 저도 그럼 바꿀까 봐요.
네, 총무팀에 말하면 배송해준다고 하더라고요.
좋은 정보 감사합니다. 저도 가서 물어봐야겠네요."
754,일반 대화,"정 팀장님, 혹시 이번 주말에 특별한 일정 있으세요?
네, 별일 없습니다. 집에서 쉴 예정인데 왜 그러시죠?
급한 프로젝트 건이 터져서 주말 근무를 좀 해야 할 것 같아서요.
아, 그렇군요. 인원이 부족해서 지원이 필요한 건가요?
네, 혼자서는 도저히 마감을 못 맞출 것 같아서 부탁드립니다.
알겠습니다. 제가 나가서 도와드릴게요. 몇 시까지 가면 되죠?
10시까지 와주시면 될 것 같아요. 정말 미안하고 고마워요.
괜찮습니다. 일인데요 뭐. 점심은 맛있는 거 사주세요.
당연하죠. 제일 비싼 거로 대접하겠습니다. 진짜 감사합니다.
부담 갖지 마세요. 그럼 토요일에 뵙겠습니다.
네, 조심히 들어가세요. 내일 뵈어요."
755,일반 대화,"다음 달 부산 출장 가는 거 KTX 티켓 예매했나요?
아직 결재가 안 나서 대기 중입니다. 승인이 늦어지네요.
주말 껴서 가는 거라 기차표 매진되기 전에 서둘러야 할 텐데.
그러게 말입니다. 오늘 오후에 다시 한번 확인해볼게요.
숙소는 저번에 묵었던 그 호텔로 잡을까요?
네, 거기가 위치도 좋고 조식도 맛있더라고요.
알겠습니다. 그럼 제가 숙소는 미리 가예약 걸어둘게요.
네, 진행 상황 공유해주시면 바로 티켓팅하겠습니다.
꼼꼼하게 챙겨주셔서 든든하네요. 같이 잘 다녀옵시다.
네, 준비 잘해서 성과 내고 오시죠. 수고하세요."
